id,name,description,category,hsn_code,meta,created_at,updated_at,category_code
117,SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL - CONTAINING BY WEIGHT 0.25% OR MORE OF CARBON : SPRING STEEL QUALITY,,Iron and Steel,72072020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
118,SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL - CONTAINING BY WEIGHT 0.25% OR MORE OF CARBON : SEAMLESS STEEL TUBE QUALITY,,Iron and Steel,72072030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
119,SEMI-FINISHED PRODUCTS OF IRON OR NON-ALLOY STEEL - CONTAINING BY WEIGHT 0.25% OR MORE OF CARBON : OTHER,,Iron and Steel,72072090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
121,IRON AND STEEL~Flat-rolled products of iron or non-alloy,,Iron and Steel,720810,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
122,"IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF",,Iron and Steel,72081000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
123,Of a thickness of 4.75 mm or more,,Iron and Steel,720825,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
124,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 4.75 MM OR MORE : PLATES",,Iron and Steel,72082510,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
125,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 4.75 MM OR MORE : UNIVERSAL PLATES",,Iron and Steel,72082520,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
126,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 4.75 MM OR MORE : SHEETS",,Iron and Steel,72082530,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
127,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 4.75 MM OR MORE : STRIP",,Iron and Steel,72082540,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
128,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 4.75 MM OR MORE : OTHER",,Iron and Steel,72082590,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
129,Of a thickness of 3 mm or more but less than 4.75 mm,,Iron and Steel,720826,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
130,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : PLATES",,Iron and Steel,72082610,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
131,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : UNIVERSAL PLATES",,Iron and Steel,72082620,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
132,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : SHEETS",,Iron and Steel,72082630,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
133,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : STRIP",,Iron and Steel,72082640,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
134,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : OTHER",,Iron and Steel,72082690,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
135,Of a thickness of less than 3 mm,,Iron and Steel,720827,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
136,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF LESS THAN 3 MM : PLATES",,Iron and Steel,72082710,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
137,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF LESS THAN 3 MM : UNIVERSAL PLATES",,Iron and Steel,72082720,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
138,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF LESS THAN 3 MM : SHEETS",,Iron and Steel,72082730,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
139,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF LESS THAN 3 MM : STRIP",,Iron and Steel,72082740,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
140,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOTROLLED, PICKLED : OF A THICKNESS OF LESS THAN 3 MM : OTHER",,Iron and Steel,72082790,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
141,Of a thickness exceeding 10 mm,,Iron and Steel,720836,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
142,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : PLATES",,Iron and Steel,72083610,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
143,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : UNIVERSAL PLATES",,Iron and Steel,72083620,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
144,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : SHEETS",,Iron and Steel,72083630,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
145,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : STRIP",,Iron and Steel,72083640,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
146,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : OTHER",,Iron and Steel,72083690,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
147,Of a thickness of 4.75 mm or more but not exceeding 10 mm,,Iron and Steel,720837,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
148,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : PLATES",,Iron and Steel,72083710,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
149,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : UNIVERSAL PLATES",,Iron and Steel,72083720,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
150,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : SHEETS",,Iron and Steel,72083730,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
151,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : STRIP",,Iron and Steel,72083740,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
152,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : OTHER",,Iron and Steel,72083790,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
153,Of a thickness of 3 mm or more but less than 4.75 mm,,Iron and Steel,720838,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
271,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - Not further worked than hot-rolled",,Iron and Steel,7211,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
154,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : PLATES",,Iron and Steel,72083810,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
155,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : UNIVERSAL PLATES",,Iron and Steel,72083820,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
156,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : SHEETS",,Iron and Steel,72083830,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
157,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : STRIP",,Iron and Steel,72083840,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
158,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : OTHER",,Iron and Steel,72083890,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
159,Of a thickness of less than 3 mm,,Iron and Steel,720839,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
160,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF LESS THAN 3 MM : PLATES",,Iron and Steel,72083910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
161,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF LESS THAN 3 MM : UNIVERSAL PLATES",,Iron and Steel,72083920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
162,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF LESS THAN 3 MM : SHEETS",,Iron and Steel,72083930,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
163,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF LESS THAN 3 MM : STRIP",,Iron and Steel,72083940,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
164,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS OF LESS THAN 3 MM : OTHER",,Iron and Steel,72083990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
165,"Not in coils, not further worked than hot-rolled, with patterns in relief",,Iron and Steel,720840,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
166,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED NOT IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF : PLATES",,Iron and Steel,72084010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
167,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED NOT IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF : UNIVERSAL PLATES",,Iron and Steel,72084020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
168,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED NOT IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF : SHEETS",,Iron and Steel,72084030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
169,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED NOT IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF : STRIP",,Iron and Steel,72084040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
170,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED NOT IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED, WITH PATTERNS IN RELIEF : OTHER",,Iron and Steel,72084090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
171,Of a thickness exceeding 10 mm,,Iron and Steel,720851,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
172,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS EXCEEDING 10 MM : PLATES",,Iron and Steel,72085110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
173,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS EXCEEDING 10 MM : UNIVERSAL PLATES",,Iron and Steel,72085120,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
174,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS EXCEEDING 10 MM : SHEETS",,Iron and Steel,72085130,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
175,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS EXCEEDING 10 MM : STRIP",,Iron and Steel,72085140,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
176,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS EXCEEDING 10 MM : OTHER",,Iron and Steel,72085190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
177,Of a thickness of 4.75 mm or more but not exceeding 10 mm,,Iron and Steel,720852,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
178,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : PLATES",,Iron and Steel,72085210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
179,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : UNIVERSAL PLATES",,Iron and Steel,72085220,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
180,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : SHEETS",,Iron and Steel,72085230,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
272,IRON AND STEEL~Flat-rolled products of iron or non-alloy,,Iron and Steel,721113,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
424,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : OTHER,,Iron and Steel,72179099,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
181,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : STRIP",,Iron and Steel,72085240,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
182,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 4.75 MM OR MORE BUT NOT EXCEEDING 10 MM : OTHER",,Iron and Steel,72085290,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
183,Of a thickness of 3 mm or more but less than 4.75 mm,,Iron and Steel,720853,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
184,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : PLATES",,Iron and Steel,72085310,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
185,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : UNIVERSAL PLATES",,Iron and Steel,72085320,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
186,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : SHEETS",,Iron and Steel,72085330,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
187,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : STRIP",,Iron and Steel,72085340,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
188,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF 3 MM OR MORE BUT LESS THAN 4.75 MM : OTHER",,Iron and Steel,72085390,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
189,Of a thickness of less than 3 mm,,Iron and Steel,720854,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
190,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, NOT IN COILS, NOT FURTHER WORKED THAN HOTROLLED : OF A THICKNESS OF LESS THAN 3 MM : PLATES",,Iron and Steel,72085410,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
